Audit Entity ID,Control ID,Control Title,Control Description,KPA ID,KPA Description,Specific Risk ID,Specific Risk Description
AE-38,CTRL-0722,Program-level oversight of Model Validation,Governance control providing oversight of Model Validation. Mitigates the risk: Risk that model performance is not monitored against thresholds. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-013,Model Validation,SR-123,Risk that model performance is not monitored against thresholds
AE-38,CTRL-0723,Program-level oversight of Model Validation,Governance control providing oversight of Model Validation. Mitigates the risk: Risk that model performance is not monitored against thresholds. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-013,Model Validation,SR-123,Risk that model performance is not monitored against thresholds
AE-38,CTRL-0724,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-38,CTRL-0725,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-38,CTRL-0726,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-38,CTRL-0727,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-38,CTRL-0728,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-38,CTRL-0729,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-38,CTRL-0730,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-39,CTRL-0731,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
